Year,Country code,Country,Tonnes CO2,Gas,Sector Name
1998,SE,Sweden,12550.18701,All greenhouse gases - (CO2 equivalent),Energy supply
1999,SE,Sweden,10851.99162,All greenhouse gases - (CO2 equivalent),Energy supply
2000,SE,Sweden,9360.439576,All greenhouse gases - (CO2 equivalent),Energy supply
2001,SE,Sweden,10884.96909,All greenhouse gases - (CO2 equivalent),Energy supply
2002,SE,Sweden,11794.52962,All greenhouse gases - (CO2 equivalent),Energy supply
2003,SE,Sweden,12951.30078,All greenhouse gases - (CO2 equivalent),Energy supply
2004,SE,Sweden,12021.52394,All greenhouse gases - (CO2 equivalent),Energy supply
2005,SE,Sweden,11105.10911,All greenhouse gases - (CO2 equivalent),Energy supply
2006,SE,Sweden,11605.79903,All greenhouse gases - (CO2 equivalent),Energy supply
2007,SE,Sweden,11111.9455,All greenhouse gases - (CO2 equivalent),Energy supply
2008,SE,Sweden,11017.37943,All greenhouse gases - (CO2 equivalent),Energy supply
2009,SE,Sweden,11406.86679,All greenhouse gases - (CO2 equivalent),Energy supply
2010,SE,Sweden,13859.83868,All greenhouse gases - (CO2 equivalent),Energy supply
2011,SE,Sweden,11504.8889,All greenhouse gases - (CO2 equivalent),Energy supply
2012,SE,Sweden,11118.22134,All greenhouse gases - (CO2 equivalent),Energy supply
2013,SE,Sweden,10521.13201,All greenhouse gases - (CO2 equivalent),Energy supply
2014,SE,Sweden,9685.677163,All greenhouse gases - (CO2 equivalent),Energy supply
2015,SE,Sweden,9524.547511,All greenhouse gases - (CO2 equivalent),Energy supply
2016,SE,Sweden,10080.67899,All greenhouse gases - (CO2 equivalent),Energy supply
2017,SE,Sweden,9947.177836,All greenhouse gases - (CO2 equivalent),Energy supply
2018,SE,Sweden,10374.36681,All greenhouse gases - (CO2 equivalent),Energy supply
2019,SE,Sweden,8726.864805,All greenhouse gases - (CO2 equivalent),Energy supply
2020,SE,Sweden,8043.915666,All greenhouse gases - (CO2 equivalent),Energy supply
2021,SE,Sweden,9011.791435,All greenhouse gases - (CO2 equivalent),Energy supply
1990,RO,Romania,105886.0625,All greenhouse gases - (CO2 equivalent),Energy supply
1991,RO,Romania,95280.34904,All greenhouse gases - (CO2 equivalent),Energy supply
1992,RO,Romania,86811.98033,All greenhouse gases - (CO2 equivalent),Energy supply
1993,RO,Romania,84188.12946,All greenhouse gases - (CO2 equivalent),Energy supply
1994,RO,Romania,85692.09987,All greenhouse gases - (CO2 equivalent),Energy supply
1995,RO,Romania,89023.146,All greenhouse gases - (CO2 equivalent),Energy supply
1996,RO,Romania,90630.62875,All greenhouse gases - (CO2 equivalent),Energy supply
1997,RO,Romania,90049.41174,All greenhouse gases - (CO2 equivalent),Energy supply
1998,RO,Romania,79583.83902,All greenhouse gases - (CO2 equivalent),Energy supply
1999,RO,Romania,70929.7241,All greenhouse gases - (CO2 equivalent),Energy supply
2000,RO,Romania,61142.80129,All greenhouse gases - (CO2 equivalent),Energy supply
2001,RO,Romania,62244.47271,All greenhouse gases - (CO2 equivalent),Energy supply
2002,RO,Romania,61789.49666,All greenhouse gases - (CO2 equivalent),Energy supply
2003,RO,Romania,65804.26399,All greenhouse gases - (CO2 equivalent),Energy supply
2004,RO,Romania,59221.08419,All greenhouse gases - (CO2 equivalent),Energy supply
2005,RO,Romania,59388.32723,All greenhouse gases - (CO2 equivalent),Energy supply
2006,RO,Romania,60684.68433,All greenhouse gases - (CO2 equivalent),Energy supply
2007,RO,Romania,62836.96261,All greenhouse gases - (CO2 equivalent),Energy supply
2008,RO,Romania,61359.25995,All greenhouse gases - (CO2 equivalent),Energy supply
2009,RO,Romania,52420.24852,All greenhouse gases - (CO2 equivalent),Energy supply
2010,RO,Romania,48248.15041,All greenhouse gases - (CO2 equivalent),Energy supply
2011,RO,Romania,52354.11285,All greenhouse gases - (CO2 equivalent),Energy supply
2012,RO,Romania,48393.7065,All greenhouse gases - (CO2 equivalent),Energy supply
2013,RO,Romania,41288.90576,All greenhouse gases - (CO2 equivalent),Energy supply
2014,RO,Romania,40404.80368,All greenhouse gases - (CO2 equivalent),Energy supply
2015,RO,Romania,39779.97243,All greenhouse gases - (CO2 equivalent),Energy supply
2016,RO,Romania,36990.76196,All greenhouse gases - (CO2 equivalent),Energy supply
2017,RO,Romania,37605.65143,All greenhouse gases - (CO2 equivalent),Energy supply
2018,RO,Romania,35737.59836,All greenhouse gases - (CO2 equivalent),Energy supply
2019,RO,Romania,32561.44571,All greenhouse gases - (CO2 equivalent),Energy supply
2020,RO,Romania,28097.33371,All greenhouse gases - (CO2 equivalent),Energy supply
2021,RO,Romania,28327.28186,All greenhouse gases - (CO2 equivalent),Energy supply
1990,PT,Portugal,16633.4557,All greenhouse gases - (CO2 equivalent),Energy supply
1991,PT,Portugal,17353.39819,All greenhouse gases - (CO2 equivalent),Energy supply
1992,PT,Portugal,20348.79341,All greenhouse gases - (CO2 equivalent),Energy supply
1993,PT,Portugal,18396.30494,All greenhouse gases - (CO2 equivalent),Energy supply
1994,PT,Portugal,17779.55325,All greenhouse gases - (CO2 equivalent),Energy supply
1995,PT,Portugal,20511.68261,All greenhouse gases - (CO2 equivalent),Energy supply
1996,PT,Portugal,16432.93688,All greenhouse gases - (CO2 equivalent),Energy supply
1997,PT,Portugal,17285.03329,All greenhouse gases - (CO2 equivalent),Energy supply
1998,PT,Portugal,19869.69391,All greenhouse gases - (CO2 equivalent),Energy supply
1999,PT,Portugal,25945.15767,All greenhouse gases - (CO2 equivalent),Energy supply
2000,PT,Portugal,22084.98944,All greenhouse gases - (CO2 equivalent),Energy supply
2001,PT,Portugal,22589.07629,All greenhouse gases - (CO2 equivalent),Energy supply
2002,PT,Portugal,25995.6378,All greenhouse gases - (CO2 equivalent),Energy supply
2003,PT,Portugal,21522.81578,All greenhouse gases - (CO2 equivalent),Energy supply
2004,PT,Portugal,23037.08526,All greenhouse gases - (CO2 equivalent),Energy supply
2005,PT,Portugal,26139.53146,All greenhouse gases - (CO2 equivalent),Energy supply
2006,PT,Portugal,23133.09515,All greenhouse gases - (CO2 equivalent),Energy supply
2007,PT,Portugal,20499.75131,All greenhouse gases - (CO2 equivalent),Energy supply
2008,PT,Portugal,19859.9277,All greenhouse gases - (CO2 equivalent),Energy supply
2009,PT,Portugal,19973.98679,All greenhouse gases - (CO2 equivalent),Energy supply
2010,PT,Portugal,15169.65219,All greenhouse gases - (CO2 equivalent),Energy supply
2011,PT,Portugal,17111.14974,All greenhouse gases - (CO2 equivalent),Energy supply
2012,PT,Portugal,18151.68976,All greenhouse gases - (CO2 equivalent),Energy supply
2013,PT,Portugal,16495.44412,All greenhouse gases - (CO2 equivalent),Energy supply
2014,PT,Portugal,15641.76004,All greenhouse gases - (CO2 equivalent),Energy supply
2015,PT,Portugal,19604.10175,All greenhouse gases - (CO2 equivalent),Energy supply
2016,PT,Portugal,18531.26659,All greenhouse gases - (CO2 equivalent),Energy supply
2017,PT,Portugal,22519.14155,All greenhouse gases - (CO2 equivalent),Energy supply
2018,PT,Portugal,18988.93889,All greenhouse gases - (CO2 equivalent),Energy supply
2019,PT,Portugal,14217.16102,All greenhouse gases - (CO2 equivalent),Energy supply
2020,PT,Portugal,11467.17129,All greenhouse gases - (CO2 equivalent),Energy supply
2021,PT,Portugal,9231.263742,All greenhouse gases - (CO2 equivalent),Energy supply
1990,PL,Poland,264391.7707,All greenhouse gases - (CO2 equivalent),Energy supply
1991,PL,Poland,253869.2382,All greenhouse gases - (CO2 equivalent),Energy supply
1992,PL,Poland,245647.3086,All greenhouse gases - (CO2 equivalent),Energy supply
1993,PL,Poland,231345.2151,All greenhouse gases - (CO2 equivalent),Energy supply
1994,PL,Poland,229091.6485,All greenhouse gases - (CO2 equivalent),Energy supply
1995,PL,Poland,215142.5892,All greenhouse gases - (CO2 equivalent),Energy supply
1996,PL,Poland,221984.913,All greenhouse gases - (CO2 equivalent),Energy supply
1997,PL,Poland,216248.4957,All greenhouse gases - (CO2 equivalent),Energy supply
1998,PL,Poland,207628.2747,All greenhouse gases - (CO2 equivalent),Energy supply
1999,PL,Poland,202373.0026,All greenhouse gases - (CO2 equivalent),Energy supply
2000,PL,Poland,200291.6605,All greenhouse gases - (CO2 equivalent),Energy supply
2001,PL,Poland,204020.9479,All greenhouse gases - (CO2 equivalent),Energy supply
2002,PL,Poland,196820.8228,All greenhouse gases - (CO2 equivalent),Energy supply
2003,PL,Poland,206466.3467,All greenhouse gases - (CO2 equivalent),Energy supply
2004,PL,Poland,205202.8141,All greenhouse gases - (CO2 equivalent),Energy supply
2005,PL,Poland,204553.7291,All greenhouse gases - (CO2 equivalent),Energy supply
2006,PL,Poland,210729.0235,All greenhouse gases - (CO2 equivalent),Energy supply
2007,PL,Poland,206030.2779,All greenhouse gases - (CO2 equivalent),Energy supply
2008,PL,Poland,200511.0945,All greenhouse gases - (CO2 equivalent),Energy supply
2009,PL,Poland,191232.9048,All greenhouse gases - (CO2 equivalent),Energy supply
2010,PL,Poland,197708.8187,All greenhouse gases - (CO2 equivalent),Energy supply
2011,PL,Poland,199345.4724,All greenhouse gases - (CO2 equivalent),Energy supply
2012,PL,Poland,194511.8534,All greenhouse gases - (CO2 equivalent),Energy supply
2013,PL,Poland,196186.9513,All greenhouse gases - (CO2 equivalent),Energy supply
2014,PL,Poland,186760.3762,All greenhouse gases - (CO2 equivalent),Energy supply
2015,PL,Poland,190625.4904,All greenhouse gases - (CO2 equivalent),Energy supply
2016,PL,Poland,190306.8046,All greenhouse gases - (CO2 equivalent),Energy supply
2017,PL,Poland,191934.0718,All greenhouse gases - (CO2 equivalent),Energy supply
2018,PL,Poland,189670.2014,All greenhouse gases - (CO2 equivalent),Energy supply
2019,PL,Poland,174230.8146,All greenhouse gases - (CO2 equivalent),Energy supply
2020,PL,Poland,163031.6569,All greenhouse gases - (CO2 equivalent),Energy supply
2021,PL,Poland,183292.5539,All greenhouse gases - (CO2 equivalent),Energy supply
1990,NL,Netherlands,56417.52321,All greenhouse gases - (CO2 equivalent),Energy supply
1991,NL,Netherlands,57079.34501,All greenhouse gases - (CO2 equivalent),Energy supply
1992,NL,Netherlands,56977.8926,All greenhouse gases - (CO2 equivalent),Energy supply
1993,NL,Netherlands,59287.02896,All greenhouse gases - (CO2 equivalent),Energy supply
1994,NL,Netherlands,63200.92727,All greenhouse gases - (CO2 equivalent),Energy supply
1995,NL,Netherlands,65430.40899,All greenhouse gases - (CO2 equivalent),Energy supply
1996,NL,Netherlands,66250.65811,All greenhouse gases - (CO2 equivalent),Energy supply
1997,NL,Netherlands,66253.52865,All greenhouse gases - (CO2 equivalent),Energy supply
1998,NL,Netherlands,68455.74437,All greenhouse gases - (CO2 equivalent),Energy supply
1999,NL,Netherlands,64439.88852,All greenhouse gases - (CO2 equivalent),Energy supply
2000,NL,Netherlands,66035.73209,All greenhouse gases - (CO2 equivalent),Energy supply
2001,NL,Netherlands,69829.36418,All greenhouse gases - (CO2 equivalent),Energy supply
2002,NL,Netherlands,69992.95581,All greenhouse gases - (CO2 equivalent),Energy supply
2003,NL,Netherlands,71361.87088,All greenhouse gases - (CO2 equivalent),Energy supply
2004,NL,Netherlands,72955.21849,All greenhouse gases - (CO2 equivalent),Energy supply
2005,NL,Netherlands,70351.90151,All greenhouse gases - (CO2 equivalent),Energy supply
2006,NL,Netherlands,65338.14683,All greenhouse gases - (CO2 equivalent),Energy supply
2007,NL,Netherlands,68172.22401,All greenhouse gases - (CO2 equivalent),Energy supply
2008,NL,Netherlands,68251.40516,All greenhouse gases - (CO2 equivalent),Energy supply
2009,NL,Netherlands,67035.5166,All greenhouse gases - (CO2 equivalent),Energy supply
2010,NL,Netherlands,69623.60757,All greenhouse gases - (CO2 equivalent),Energy supply
2011,NL,Netherlands,65329.11392,All greenhouse gases - (CO2 equivalent),Energy supply
2012,NL,Netherlands,61786.91579,All greenhouse gases - (CO2 equivalent),Energy supply
2013,NL,Netherlands,62335.42755,All greenhouse gases - (CO2 equivalent),Energy supply
2014,NL,Netherlands,66371.80449,All greenhouse gases - (CO2 equivalent),Energy supply
2015,NL,Netherlands,71369.15483,All greenhouse gases - (CO2 equivalent),Energy supply
2016,NL,Netherlands,69489.31095,All greenhouse gases - (CO2 equivalent),Energy supply
2017,NL,Netherlands,65032.83952,All greenhouse gases - (CO2 equivalent),Energy supply
2018,NL,Netherlands,61264.01744,All greenhouse gases - (CO2 equivalent),Energy supply
2019,NL,Netherlands,58643.24232,All greenhouse gases - (CO2 equivalent),Energy supply
2020,NL,Netherlands,48678.31792,All greenhouse gases - (CO2 equivalent),Energy supply
2021,NL,Netherlands,48928.15484,All greenhouse gases - (CO2 equivalent),Energy supply
1990,MT,Malta,1765.010907,All greenhouse gases - (CO2 equivalent),Energy supply
1991,MT,Malta,1604.865183,All greenhouse gases - (CO2 equivalent),Energy supply
1992,MT,Malta,1541.74246,All greenhouse gases - (CO2 equivalent),Energy supply
1993,MT,Malta,2109.396709,All greenhouse gases - (CO2 equivalent),Energy supply
1994,MT,Malta,1815.463188,All greenhouse gases - (CO2 equivalent),Energy supply
1995,MT,Malta,1595.641206,All greenhouse gases - (CO2 equivalent),Energy supply
1996,MT,Malta,1652.163764,All greenhouse gases - (CO2 equivalent),Energy supply
1997,MT,Malta,1616.699666,All greenhouse gases - (CO2 equivalent),Energy supply
1998,MT,Malta,1641.553996,All greenhouse gases - (CO2 equivalent),Energy supply
1999,MT,Malta,1714.899308,All greenhouse gases - (CO2 equivalent),Energy supply
2000,MT,Malta,1607.391034,All greenhouse gases - (CO2 equivalent),Energy supply
2001,MT,Malta,1950.05755,All greenhouse gases - (CO2 equivalent),Energy supply
2002,MT,Malta,1963.046294,All greenhouse gases - (CO2 equivalent),Energy supply
2003,MT,Malta,2166.498766,All greenhouse gases - (CO2 equivalent),Energy supply
2004,MT,Malta,2072.053862,All greenhouse gases - (CO2 equivalent),Energy supply
2005,MT,Malta,1979.698341,All greenhouse gases - (CO2 equivalent),Energy supply
2006,MT,Malta,2001.165294,All greenhouse gases - (CO2 equivalent),Energy supply
2007,MT,Malta,2035.055127,All greenhouse gases - (CO2 equivalent),Energy supply
2008,MT,Malta,1992.019458,All greenhouse gases - (CO2 equivalent),Energy supply
2009,MT,Malta,1870.441233,All greenhouse gases - (CO2 equivalent),Energy supply
2010,MT,Malta,1867.881687,All greenhouse gases - (CO2 equivalent),Energy supply
2011,MT,Malta,1913.557197,All greenhouse gases - (CO2 equivalent),Energy supply
2012,MT,Malta,2025.363117,All greenhouse gases - (CO2 equivalent),Energy supply
2013,MT,Malta,1645.099842,All greenhouse gases - (CO2 equivalent),Energy supply
2014,MT,Malta,1604.361366,All greenhouse gases - (CO2 equivalent),Energy supply
2015,MT,Malta,852.78786,All greenhouse gases - (CO2 equivalent),Energy supply
2016,MT,Malta,559.302687,All greenhouse gases - (CO2 equivalent),Energy supply
2017,MT,Malta,718.6850408,All greenhouse gases - (CO2 equivalent),Energy supply
2018,MT,Malta,698.0545529,All greenhouse gases - (CO2 equivalent),Energy supply
2019,MT,Malta,739.9715876,All greenhouse gases - (CO2 equivalent),Energy supply
2020,MT,Malta,810.8168208,All greenhouse gases - (CO2 equivalent),Energy supply
2021,MT,Malta,772.5011556,All greenhouse gases - (CO2 equivalent),Energy supply
1990,LV,Latvia,6594.338304,All greenhouse gases - (CO2 equivalent),Energy supply
1991,LV,Latvia,6070.845588,All greenhouse gases - (CO2 equivalent),Energy supply
1992,LV,Latvia,5180.552859,All greenhouse gases - (CO2 equivalent),Energy supply
1993,LV,Latvia,4264.574142,All greenhouse gases - (CO2 equivalent),Energy supply
1994,LV,Latvia,3983.525168,All greenhouse gases - (CO2 equivalent),Energy supply
1995,LV,Latvia,3649.243558,All greenhouse gases - (CO2 equivalent),Energy supply
1996,LV,Latvia,3767.838692,All greenhouse gases - (CO2 equivalent),Energy supply
1997,LV,Latvia,3514.877999,All greenhouse gases - (CO2 equivalent),Energy supply
1998,LV,Latvia,3569.98584,All greenhouse gases - (CO2 equivalent),Energy supply
1999,LV,Latvia,3135.903656,All greenhouse gases - (CO2 equivalent),Energy supply
2000,LV,Latvia,2670.435147,All greenhouse gases - (CO2 equivalent),Energy supply
2001,LV,Latvia,2610.746099,All greenhouse gases - (CO2 equivalent),Energy supply
2002,LV,Latvia,2513.960774,All greenhouse gases - (CO2 equivalent),Energy supply
2003,LV,Latvia,2406.158345,All greenhouse gases - (CO2 equivalent),Energy supply
2004,LV,Latvia,2212.862052,All greenhouse gases - (CO2 equivalent),Energy supply
2005,LV,Latvia,2218.16076,All greenhouse gases - (CO2 equivalent),Energy supply
2006,LV,Latvia,2203.542837,All greenhouse gases - (CO2 equivalent),Energy supply
2007,LV,Latvia,2076.252881,All greenhouse gases - (CO2 equivalent),Energy supply
2008,LV,Latvia,2051.230043,All greenhouse gases - (CO2 equivalent),Energy supply
2009,LV,Latvia,1995.084548,All greenhouse gases - (CO2 equivalent),Energy supply
2010,LV,Latvia,2376.257791,All greenhouse gases - (CO2 equivalent),Energy supply
2011,LV,Latvia,2164.210813,All greenhouse gases - (CO2 equivalent),Energy supply
2012,LV,Latvia,1967.218509,All greenhouse gases - (CO2 equivalent),Energy supply
2013,LV,Latvia,2062.60087,All greenhouse gases - (CO2 equivalent),Energy supply
2014,LV,Latvia,1845.556095,All greenhouse gases - (CO2 equivalent),Energy supply
2015,LV,Latvia,1887.568257,All greenhouse gases - (CO2 equivalent),Energy supply
2016,LV,Latvia,1984.958548,All greenhouse gases - (CO2 equivalent),Energy supply
2017,LV,Latvia,1718.71671,All greenhouse gases - (CO2 equivalent),Energy supply
2018,LV,Latvia,2033.872609,All greenhouse gases - (CO2 equivalent),Energy supply
2019,LV,Latvia,1933.418718,All greenhouse gases - (CO2 equivalent),Energy supply
2020,LV,Latvia,1479.923576,All greenhouse gases - (CO2 equivalent),Energy supply
2021,LV,Latvia,1546.771475,All greenhouse gases - (CO2 equivalent),Energy supply
1990,LU,Luxembourg,56.76962761,All greenhouse gases - (CO2 equivalent),Energy supply
1991,LU,Luxembourg,59.20233026,All greenhouse gases - (CO2 equivalent),Energy supply
1992,LU,Luxembourg,60.08787069,All greenhouse gases - (CO2 equivalent),Energy supply
1993,LU,Luxembourg,63.14137578,All greenhouse gases - (CO2 equivalent),Energy supply
1994,LU,Luxembourg,66.3125172,All greenhouse gases - (CO2 equivalent),Energy supply
1995,LU,Luxembourg,132.0712084,All greenhouse gases - (CO2 equivalent),Energy supply
1996,LU,Luxembourg,124.0696481,All greenhouse gases - (CO2 equivalent),Energy supply
1997,LU,Luxembourg,137.4863269,All greenhouse gases - (CO2 equivalent),Energy supply
1998,LU,Luxembourg,180.2433844,All greenhouse gases - (CO2 equivalent),Energy supply
1999,LU,Luxembourg,201.5598494,All greenhouse gases - (CO2 equivalent),Energy supply
2000,LU,Luxembourg,151.8048358,All greenhouse gases - (CO2 equivalent),Energy supply
2001,LU,Luxembourg,320.65567,All greenhouse gases - (CO2 equivalent),Energy supply
2002,LU,Luxembourg,1083.275178,All greenhouse gases - (CO2 equivalent),Energy supply
